primary_title,runtime_minutes,genres,averagerating,numvotes,production_budget,worldwide_gross,year,ROI
Deadpool 2,119,Adventure,7.8,391735,110000000,786680557,2018,615
Deadpool 2,119,Comedy,7.8,391735,110000000,786680557,2018,615
Happy Death Day 2U,100,Drama,6.3,27462,9000000,64179495,2019,613
Happy Death Day 2U,100,Horror,6.3,27462,9000000,64179495,2019,613
Happy Death Day 2U,100,Mystery,6.3,27462,9000000,64179495,2019,613
The Possession of Hannah Grace,86,Horror,5.2,11629,6000000,42785387,2018,613
The Possession of Hannah Grace,86,Mystery,5.2,11629,6000000,42785387,2018,613
The Possession of Hannah Grace,86,Thriller,5.2,11629,6000000,42785387,2018,613
If I Stay,107,Drama,6.8,107625,11000000,78356170,2014,612
If I Stay,107,Fantasy,6.8,107625,11000000,78356170,2014,612
If I Stay,107,Music,6.8,107625,11000000,78356170,2014,612
Paper Towns,109,Comedy,6.3,87742,12000000,85450484,2015,612
Paper Towns,109,Drama,6.3,87742,12000000,85450484,2015,612
Paper Towns,109,Mystery,6.3,87742,12000000,85450484,2015,612
Overboard,112,Comedy,5.9,25607,12000000,85369830,2018,611
Overboard,112,Romance,5.9,25607,12000000,85369830,2018,611
Hereditary,127,Drama,7.3,151571,10000000,70133905,2018,601
Hereditary,127,Horror,7.3,151571,10000000,70133905,2018,601
Hereditary,127,Mystery,7.3,151571,10000000,70133905,2018,601
Peter Rabbit,95,Adventure,6.6,27908,50000000,347136477,2018,594
Peter Rabbit,95,Animation,6.6,27908,50000000,347136477,2018,594
Peter Rabbit,95,Comedy,6.6,27908,50000000,347136477,2018,594
Fifty Shades Darker,118,Drama,4.6,81706,55000000,381398492,2017,593
Fifty Shades Darker,118,Romance,4.6,81706,55000000,381398492,2017,593
Act of Valor,110,Action,6.5,63787,12000000,82497035,2012,587
Act of Valor,110,Adventure,6.5,63787,12000000,82497035,2012,587
Act of Valor,110,Drama,6.5,63787,12000000,82497035,2012,587
Avengers: Infinity War,149,Action,8.5,670926,300000000,2048134200,2018,583
Avengers: Infinity War,149,Adventure,8.5,670926,300000000,2048134200,2018,583
Avengers: Infinity War,149,Sci-Fi,8.5,670926,300000000,2048134200,2018,583
Skyline,92,Action,4.4,83710,10000000,68264973,2010,583
Skyline,92,Sci-Fi,4.4,83710,10000000,68264973,2010,583
Skyline,92,Thriller,4.4,83710,10000000,68264973,2010,583
Pitch Perfect,112,Comedy,7.2,256565,17000000,116044347,2012,583
Pitch Perfect,112,Music,7.2,256565,17000000,116044347,2012,583
Pitch Perfect,112,Romance,7.2,256565,17000000,116044347,2012,583
The Boy,97,Horror,6.0,68957,10000000,68220952,2016,582
The Boy,97,Mystery,6.0,68957,10000000,68220952,2016,582
The Boy,97,Thriller,6.0,68957,10000000,68220952,2016,582
Zootopia,108,Adventure,8.0,383446,150000000,1019429616,2016,580
Zootopia,108,Animation,8.0,383446,150000000,1019429616,2016,580
Zootopia,108,Comedy,8.0,383446,150000000,1019429616,2016,580
The Avengers,143,Action,8.1,1183655,225000000,1517935897,2012,575
The Avengers,143,Adventure,8.1,1183655,225000000,1517935897,2012,575
The Avengers,143,Sci-Fi,8.1,1183655,225000000,1517935897,2012,575
Fifty Shades Freed,105,Drama,4.5,43893,55000000,371350619,2018,575
Fifty Shades Freed,105,Romance,4.5,43893,55000000,371350619,2018,575
Fifty Shades Freed,105,Thriller,4.5,43893,55000000,371350619,2018,575
Black Panther,134,Action,7.3,516148,200000000,1348258224,2018,574
Black Panther,134,Adventure,7.3,516148,200000000,1348258224,2018,574
Black Panther,134,Sci-Fi,7.3,516148,200000000,1348258224,2018,574
Baby Driver,113,Action,7.6,363977,34000000,228104185,2017,571
Baby Driver,113,Crime,7.6,363977,34000000,228104185,2017,571
Baby Driver,113,Drama,7.6,363977,34000000,228104185,2017,571
The Hunger Games: Catching Fire,146,Action,7.5,575455,130000000,864868047,2013,565
The Hunger Games: Catching Fire,146,Adventure,7.5,575455,130000000,864868047,2013,565
The Hunger Games: Catching Fire,146,Sci-Fi,7.5,575455,130000000,864868047,2013,565
Sultan,170,Action,7.1,33371,11000000,72989781,2016,564
Sultan,170,Drama,7.1,33371,11000000,72989781,2016,564
Sultan,170,Sport,7.1,33371,11000000,72989781,2016,564
That Awkward Moment,94,Comedy,6.2,92148,8000000,53068955,2014,563
That Awkward Moment,94,Romance,6.2,92148,8000000,53068955,2014,563
22 Jump Street,112,Action,7.0,319504,50000000,331333876,2014,563
22 Jump Street,112,Comedy,7.0,319504,50000000,331333876,2014,563
22 Jump Street,112,Crime,7.0,319504,50000000,331333876,2014,563
The Vow,104,Drama,6.8,173629,30000000,197618160,2012,559
The Vow,104,Romance,6.8,173629,30000000,197618160,2012,559
"Love, Simon",110,Comedy,7.6,81575,10000000,65520633,2018,555
"Love, Simon",110,Drama,7.6,81575,10000000,65520633,2018,555
"Love, Simon",110,Romance,7.6,81575,10000000,65520633,2018,555
American Hustle,138,Crime,7.2,418221,40000000,257878294,2013,545
American Hustle,138,Drama,7.2,418221,40000000,257878294,2013,545
Captain Marvel,123,Action,7.0,296225,175000000,1123061550,2019,542
Captain Marvel,123,Adventure,7.0,296225,175000000,1123061550,2019,542
Captain Marvel,123,Sci-Fi,7.0,296225,175000000,1123061550,2019,542
House at the End of the Street,101,Drama,5.6,66303,6900000,44103982,2012,539
House at the End of the Street,101,Horror,5.6,66303,6900000,44103982,2012,539
House at the End of the Street,101,Thriller,5.6,66303,6900000,44103982,2012,539
The Last Exorcism Part II,88,Drama,4.0,15124,4000000,25448707,2013,536
The Last Exorcism Part II,88,Horror,4.0,15124,4000000,25448707,2013,536
The Last Exorcism Part II,88,Thriller,4.0,15124,4000000,25448707,2013,536
Devil,80,Horror,6.2,122080,10000000,63354114,2010,534
Devil,80,Mystery,6.2,122080,10000000,63354114,2010,534
Devil,80,Thriller,6.2,122080,10000000,63354114,2010,534
Gravity,91,Drama,7.7,710018,110000000,693698673,2013,531
Gravity,91,Sci-Fi,7.7,710018,110000000,693698673,2013,531
Gravity,91,Thriller,7.7,710018,110000000,693698673,2013,531
Murder on the Orient Express,114,Crime,6.5,178603,55000000,345922730,2017,529
Murder on the Orient Express,114,Drama,6.5,178603,55000000,345922730,2017,529
Murder on the Orient Express,114,Mystery,6.5,178603,55000000,345922730,2017,529
The Favourite,119,Biography,7.6,116011,15000000,94113929,2018,527
The Favourite,119,Drama,7.6,116011,15000000,94113929,2018,527
The Favourite,119,History,7.6,116011,15000000,94113929,2018,527
How to Be a Latin Lover,115,Comedy,5.9,11747,10000000,62556228,2017,526
How to Be a Latin Lover,115,Drama,5.9,11747,10000000,62556228,2017,526
Do You Believe?,120,Drama,6.1,6462,2300000,14304931,2015,522
Incredibles 2,118,Action,7.7,203510,200000000,1242520711,2018,521
Incredibles 2,118,Adventure,7.7,203510,200000000,1242520711,2018,521
Incredibles 2,118,Animation,7.7,203510,200000000,1242520711,2018,521
BlacKkKlansman,135,Biography,7.5,149005,15000000,93017335,2018,520
BlacKkKlansman,135,Crime,7.5,149005,15000000,93017335,2018,520
BlacKkKlansman,135,Drama,7.5,149005,15000000,93017335,2018,520
"Everything, Everything",96,Drama,6.4,26811,10000000,61603136,2017,516
"Everything, Everything",96,Romance,6.4,26811,10000000,61603136,2017,516
Ride Along,99,Action,6.2,94529,25000000,153733800,2014,515
Ride Along,99,Comedy,6.2,94529,25000000,153733800,2014,515
Ride Along,99,Crime,6.2,94529,25000000,153733800,2014,515
The Hunger Games: Mockingjay - Part 1,123,Action,6.6,379050,125000000,766575131,2014,513
The Hunger Games: Mockingjay - Part 1,123,Adventure,6.6,379050,125000000,766575131,2014,513
The Hunger Games: Mockingjay - Part 1,123,Sci-Fi,6.6,379050,125000000,766575131,2014,513
Yeh Jawaani Hai Deewani,160,Comedy,7.1,33971,8300000,50827466,2013,512
Yeh Jawaani Hai Deewani,160,Drama,7.1,33971,8300000,50827466,2013,512
Yeh Jawaani Hai Deewani,160,Musical,7.1,33971,8300000,50827466,2013,512
Iron Man 3,130,Action,7.2,692794,200000000,1215392272,2013,508
Iron Man 3,130,Adventure,7.2,692794,200000000,1215392272,2013,508
Iron Man 3,130,Sci-Fi,7.2,692794,200000000,1215392272,2013,508
The Martian,144,Adventure,8.0,680116,108000000,655271443,2015,507
The Martian,144,Drama,8.0,680116,108000000,655271443,2015,507
The Martian,144,Sci-Fi,8.0,680116,108000000,655271443,2015,507
Horrible Bosses,98,Comedy,6.9,398695,35000000,212417601,2011,507
Horrible Bosses,98,Crime,6.9,398695,35000000,212417601,2011,507
Gone Girl,149,Drama,8.1,761592,61000000,368567189,2014,504
Gone Girl,149,Mystery,8.1,761592,61000000,368567189,2014,504
Gone Girl,149,Thriller,8.1,761592,61000000,368567189,2014,504
Margin Call,107,Drama,7.1,107264,3400000,20433227,2011,501
Margin Call,107,Thriller,7.1,107264,3400000,20433227,2011,501
The Strangers: Prey at Night,85,Horror,5.2,21614,5000000,29960051,2018,499
No Strings Attached,108,Comedy,6.2,197663,25000000,149228078,2011,497
No Strings Attached,108,Romance,6.2,197663,25000000,149228078,2011,497
The Possession,92,Horror,5.9,53649,14000000,82925064,2012,492
The Possession,92,Mystery,5.9,53649,14000000,82925064,2012,492
The Possession,92,Thriller,5.9,53649,14000000,82925064,2012,492
Nightcrawler,117,Crime,7.9,404476,8500000,50334418,2014,492
Nightcrawler,117,Drama,7.9,404476,8500000,50334418,2014,492
Nightcrawler,117,Thriller,7.9,404476,8500000,50334418,2014,492
Safety Not Guaranteed,86,Comedy,7.0,111907,750000,4422318,2012,490
Safety Not Guaranteed,86,Drama,7.0,111907,750000,4422318,2012,490
Safety Not Guaranteed,86,Romance,7.0,111907,750000,4422318,2012,490
Lee Daniels' The Butler,132,Biography,7.2,102468,30000000,177025498,2013,490
Lee Daniels' The Butler,132,Drama,7.2,102468,30000000,177025498,2013,490
Hotel Transylvania 2,89,Animation,6.7,92905,80000000,469500298,2015,487
Hotel Transylvania 2,89,Comedy,6.7,92905,80000000,469500298,2015,487
Hotel Transylvania 2,89,Family,6.7,92905,80000000,469500298,2015,487
The Overnight,79,Comedy,6.1,14828,200000,1165996,2015,483
The Overnight,79,Mystery,6.1,14828,200000,1165996,2015,483
The Skeleton Twins,93,Comedy,6.8,36793,1000000,5797192,2014,480
The Skeleton Twins,93,Drama,6.8,36793,1000000,5797192,2014,480
The Skeleton Twins,93,Romance,6.8,36793,1000000,5797192,2014,480
Transformers: Dark of the Moon,154,Action,6.2,366409,195000000,1123790543,2011,476
Transformers: Dark of the Moon,154,Adventure,6.2,366409,195000000,1123790543,2011,476
Transformers: Dark of the Moon,154,Sci-Fi,6.2,366409,195000000,1123790543,2011,476
Limitless,105,Mystery,7.4,492490,27000000,155564919,2011,476
Limitless,105,Sci-Fi,7.4,492490,27000000,155564919,2011,476
Limitless,105,Thriller,7.4,492490,27000000,155564919,2011,476
Evil Dead,91,Fantasy,6.5,146399,17000000,97778356,2013,475
Evil Dead,91,Horror,6.5,146399,17000000,97778356,2013,475
Evil Dead,91,Thriller,6.5,146399,17000000,97778356,2013,475
Birdman or (The Unexpected Virtue of Ignorance),119,Comedy,7.7,519417,18000000,103215094,2014,473
Birdman or (The Unexpected Virtue of Ignorance),119,Drama,7.7,519417,18000000,103215094,2014,473
Blue Jasmine,98,Drama,7.3,179453,18000000,102912961,2013,472
Sorry to Bother You,111,Comedy,7.0,40290,3200000,18285560,2018,471
Sorry to Bother You,111,Fantasy,7.0,40290,3200000,18285560,2018,471
Sorry to Bother You,111,Sci-Fi,7.0,40290,3200000,18285560,2018,471
Looper,113,Action,7.4,500595,30000000,170466405,2012,468
Looper,113,Crime,7.4,500595,30000000,170466405,2012,468
Looper,113,Drama,7.4,500595,30000000,170466405,2012,468
Miracles from Heaven,109,Biography,7.1,17734,13000000,73798736,2016,468
Miracles from Heaven,109,Drama,7.1,17734,13000000,73798736,2016,468
Miracles from Heaven,109,Family,7.1,17734,13000000,73798736,2016,468
Dear John,108,Drama,6.3,128657,25000000,142033509,2010,468
Dear John,108,Romance,6.3,128657,25000000,142033509,2010,468
Dear John,108,War,6.3,128657,25000000,142033509,2010,468
The Florida Project,111,Drama,7.6,72193,2000000,11295324,2017,465
Brooklyn,117,Drama,7.5,117021,11000000,62076141,2015,464
Brooklyn,117,Romance,7.5,117021,11000000,62076141,2015,464
Cinderella,105,Drama,6.9,142792,95000000,534551353,2015,463
Cinderella,105,Family,6.9,142792,95000000,534551353,2015,463
Cinderella,105,Fantasy,6.9,142792,95000000,534551353,2015,463
The Social Network,120,Biography,7.7,568578,40000000,224922135,2010,462
The Social Network,120,Drama,7.7,568578,40000000,224922135,2010,462
Skyfall,143,Action,7.8,592221,200000000,1110526981,2012,455
Skyfall,143,Adventure,7.8,592221,200000000,1110526981,2012,455
Skyfall,143,Thriller,7.8,592221,200000000,1110526981,2012,455
Step Up 3D,107,Drama,6.2,53081,30000000,165889117,2010,453
Step Up 3D,107,Music,6.2,53081,30000000,165889117,2010,453
Step Up 3D,107,Romance,6.2,53081,30000000,165889117,2010,453
Upgrade,100,Action,7.6,104978,3000000,16553285,2018,452
Upgrade,100,Sci-Fi,7.6,104978,3000000,16553285,2018,452
Upgrade,100,Thriller,7.6,104978,3000000,16553285,2018,452
The Jungle Book,106,Adventure,7.4,240821,175000000,962854547,2016,450
The Jungle Book,106,Drama,7.4,240821,175000000,962854547,2016,450
The Jungle Book,106,Family,7.4,240821,175000000,962854547,2016,450
Wonder Woman,141,Action,7.5,487527,150000000,821133378,2017,447
Wonder Woman,141,Adventure,7.5,487527,150000000,821133378,2017,447
Wonder Woman,141,Fantasy,7.5,487527,150000000,821133378,2017,447
The Call,94,Crime,6.7,103780,12800000,69821476,2013,445
The Call,94,Drama,6.7,103780,12800000,69821476,2013,445
The Call,94,Horror,6.7,103780,12800000,69821476,2013,445
The Call,25,Documentary,7.9,12,12800000,69821476,2013,445
Jumping the Broom,112,Comedy,5.7,9089,7000000,38158601,2011,445
Jumping the Broom,112,Drama,5.7,9089,7000000,38158601,2011,445
Martha Marcy May Marlene,102,Drama,6.9,45873,1000000,5438911,2011,444
Martha Marcy May Marlene,102,Mystery,6.9,45873,1000000,5438911,2011,444
Martha Marcy May Marlene,102,Thriller,6.9,45873,1000000,5438911,2011,444
Drive,100,Crime,7.8,521495,15000000,81357930,2011,442
Drive,100,Drama,7.8,521495,15000000,81357930,2011,442
Rio,96,Adventure,6.9,191621,90000000,487519809,2011,442
Rio,96,Animation,6.9,191621,90000000,487519809,2011,442
Rio,96,Comedy,6.9,191621,90000000,487519809,2011,442
Midnight in Paris,94,Comedy,7.7,356500,30000000,162502774,2011,442
Midnight in Paris,94,Fantasy,7.7,356500,30000000,162502774,2011,442
Midnight in Paris,94,Romance,7.7,356500,30000000,162502774,2011,442
Sinister 2,97,Horror,5.3,41782,10000000,54104225,2015,441
Sinister 2,97,Mystery,5.3,41782,10000000,54104225,2015,441
Sinister 2,97,Thriller,5.3,41782,10000000,54104225,2015,441
The Way Way Back,103,Comedy,7.4,132642,5000000,26853810,2013,437
The Way Way Back,103,Drama,7.4,132642,5000000,26853810,2013,437
The Heat,117,Action,6.6,153501,43000000,229727774,2013,434
The Heat,117,Comedy,6.6,153501,43000000,229727774,2013,434
The Heat,117,Crime,6.6,153501,43000000,229727774,2013,434
ABCD (Any Body Can Dance),160,Drama,6.4,5695,1900000,10137234,2013,434
ABCD (Any Body Can Dance),160,Music,6.4,5695,1900000,10137234,2013,434
Toy Story 3,103,Adventure,8.3,682218,200000000,1068879522,2010,434
Toy Story 3,103,Animation,8.3,682218,200000000,1068879522,2010,434
Toy Story 3,103,Comedy,8.3,682218,200000000,1068879522,2010,434
Woman in Gold,109,Biography,7.3,48501,11000000,58586407,2015,433
Woman in Gold,109,Drama,7.3,48501,11000000,58586407,2015,433
Woman in Gold,109,History,7.3,48501,11000000,58586407,2015,433
A Haunted House 2,86,Comedy,4.7,18085,4000000,21206861,2014,430
A Haunted House 2,86,Fantasy,4.7,18085,4000000,21206861,2014,430
Apollo 18,86,Horror,5.2,51427,5000000,26517819,2011,430
Apollo 18,86,Mystery,5.2,51427,5000000,26517819,2011,430
Apollo 18,86,Sci-Fi,5.2,51427,5000000,26517819,2011,430
The Grand Budapest Hotel,99,Adventure,8.1,633604,31000000,163981261,2014,429
The Grand Budapest Hotel,99,Comedy,8.1,633604,31000000,163981261,2014,429
The Grand Budapest Hotel,99,Crime,8.1,633604,31000000,163981261,2014,429
Gifted,101,Drama,7.6,82426,7000000,36964656,2017,428
Transformers: Age of Extinction,165,Action,5.7,283486,210000000,1104039076,2014,426
Transformers: Age of Extinction,165,Adventure,5.7,283486,210000000,1104039076,2014,426
Transformers: Age of Extinction,165,Sci-Fi,5.7,283486,210000000,1104039076,2014,426
Rogue One: A Star Wars Story,133,Action,7.8,478592,200000000,1049102856,2016,425
Rogue One: A Star Wars Story,133,Adventure,7.8,478592,200000000,1049102856,2016,425
Rogue One: A Star Wars Story,133,Sci-Fi,7.8,478592,200000000,1049102856,2016,425
Inception,148,Action,8.8,1841066,160000000,835524642,2010,422
Inception,148,Adventure,8.8,1841066,160000000,835524642,2010,422
Inception,148,Sci-Fi,8.8,1841066,160000000,835524642,2010,422
Pet Sematary,101,Horror,6.0,34472,21000000,109501146,2019,421
Pet Sematary,101,Mystery,6.0,34472,21000000,109501146,2019,421
Pet Sematary,101,Thriller,6.0,34472,21000000,109501146,2019,421
Flight,138,Drama,7.3,303009,31000000,160558438,2012,418
Flight,138,Thriller,7.3,303009,31000000,160558438,2012,418
50/50,100,Comedy,7.7,300475,8000000,41334735,2011,417
50/50,100,Drama,7.7,300475,8000000,41334735,2011,417
50/50,100,Romance,7.7,300475,8000000,41334735,2011,417
Slender Man,93,Horror,3.2,19650,10000000,51723644,2018,417
Slender Man,93,Mystery,3.2,19650,10000000,51723644,2018,417
Slender Man,93,Thriller,3.2,19650,10000000,51723644,2018,417
Our Idiot Brother,90,Comedy,6.4,80738,5000000,25861249,2011,417
Our Idiot Brother,90,Drama,6.4,80738,5000000,25861249,2011,417
Life of Pi,127,Adventure,7.9,535836,120000000,620912003,2012,417
Life of Pi,127,Drama,7.9,535836,120000000,620912003,2012,417
Life of Pi,127,Fantasy,7.9,535836,120000000,620912003,2012,417
Super 8,112,Mystery,7.0,320575,50000000,257972745,2011,416
Super 8,112,Sci-Fi,7.0,320575,50000000,257972745,2011,416
Super 8,112,Thriller,7.0,320575,50000000,257972745,2011,416
Devil's Due,89,Horror,4.1,15502,7000000,36146087,2014,416
Devil's Due,89,Mystery,4.1,15502,7000000,36146087,2014,416
Devil's Due,89,Thriller,4.1,15502,7000000,36146087,2014,416
Madagascar 3: Europe's Most Wanted,93,Adventure,6.8,146858,145000000,746921271,2012,415
Madagascar 3: Europe's Most Wanted,93,Animation,6.8,146858,145000000,746921271,2012,415
Madagascar 3: Europe's Most Wanted,93,Comedy,6.8,146858,145000000,746921271,2012,415
Resident Evil: Afterlife,96,Action,5.9,153270,57500000,295874190,2010,415
Resident Evil: Afterlife,96,Adventure,5.9,153270,57500000,295874190,2010,415
Resident Evil: Afterlife,96,Horror,5.9,153270,57500000,295874190,2010,415
Alice in Wonderland,108,Adventure,6.5,358813,200000000,1025491110,2010,413
Alice in Wonderland,108,Family,6.5,358813,200000000,1025491110,2010,413
Alice in Wonderland,108,Fantasy,6.5,358813,200000000,1025491110,2010,413
Alice in Wonderland,99,Fantasy,6.5,6,200000000,1025491110,2010,413
Alice in Wonderland,99,Musical,6.5,6,200000000,1025491110,2010,413
Diary of a Wimpy Kid,94,Comedy,6.2,38640,15000000,76954311,2010,413
Diary of a Wimpy Kid,94,Drama,6.2,38640,15000000,76954311,2010,413
Diary of a Wimpy Kid,94,Family,6.2,38640,15000000,76954311,2010,413
My Big Fat Greek Wedding 2,94,Comedy,6.0,25933,18000000,92096558,2016,412
My Big Fat Greek Wedding 2,94,Romance,6.0,25933,18000000,92096558,2016,412
The Smurfs,103,Adventure,5.5,77577,110000000,563749323,2011,412
The Smurfs,103,Animation,5.5,77577,110000000,563749323,2011,412
The Smurfs,103,Comedy,5.5,77577,110000000,563749323,2011,412
"Paul, Apostle of Christ",108,Adventure,6.7,5662,5000000,25529498,2018,411
"Paul, Apostle of Christ",108,Biography,6.7,5662,5000000,25529498,2018,411
"Paul, Apostle of Christ",108,Drama,6.7,5662,5000000,25529498,2018,411
Finding Dory,97,Adventure,7.3,213542,200000000,1021215193,2016,411
Finding Dory,97,Animation,7.3,213542,200000000,1021215193,2016,411
Finding Dory,97,Comedy,7.3,213542,200000000,1021215193,2016,411
Argo,120,Biography,7.7,534683,44500000,227140757,2012,410
Argo,120,Drama,7.7,534683,44500000,227140757,2012,410
Argo,120,Thriller,7.7,534683,44500000,227140757,2012,410
